SlideName	ScanLabel	ROILabel	SegmentLabel	SegmentDisplayName	CD3+	CD20+	SMA+	Segment 3	CD11c	CD3	CD20	QCFlags	AOISurfaceArea	AOINucleiCount	ROICoordinateX	ROICoordinateY	RawReads	AlignedReads	DeduplicatedReads	TrimmedReads	StitchedReads	SequencingSaturation	SequencingSetID	UMIQ30	RTSQ30	GeoMxNgsPipelineVersion	LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA	ROIID	SegmentID	LOQ (Human NGS Whole Transcriptome Atlas RNA)	Type
hu_lymph_node_001a	6B	021	Full ROI	6B | 021 | Full ROI	False	False	False	False	False	False	False		54998.78952	668	11177	16145	10175065	9597740	1138777	10105694	10030007	88.80815995	A01356:56:H3CM3DMXY	0.9909	0.9903	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	37f4f008-4985-4a75-a966-52161e2dd232	c43660e6-7491-418b-8676-c6fdecfbdc6a	23.65035307	Germinal center
hu_lymph_node_001a	6B	022	Full ROI	6B | 022 | Full ROI	False	False	False	False	False	False	False		44373.36575	619	7333	20899	8880021	8385773	831037	8833691	8768687	90.64149736	A01356:56:H3CM3DMXY	0.9908	0.9903	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	78184c31-2ccb-4ec0-9c8f-7235f4c22337	c8c7fd14-23e8-46c5-80a5-14d0304d1442	16.79345619	Germinal center
hu_lymph_node_001a	6B	023	Full ROI	6B | 023 | Full ROI	False	False	False	False	False	False	False		10204.98529	172	12921	26841	1682955	1568450	229496	1652434	1641403	86.36350942	A01356:56:H3CM3DMXY	0.9915	0.9912	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ad95cf70-74f1-4cd7-990c-eac60394fdd0	45ceb3a6-537f-471a-8c5f-40bcbef3140f	5.092550732	Germinal center
hu_lymph_node_001a	6B	024	Full ROI	6B | 024 | Full ROI	False	False	False	False	False	False	False		16325.4826	220	20423	22880	1521371	1440658	250732	1514143	1503985	83.51933881	A01356:56:H3CM3DMXY	0.9914	0.9909	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	f454a396-7410-44d3-a2e4-58e03adc36a4	1d607d34-d656-40cd-9749-4570c03222ed	6.756170283	Germinal center
hu_lymph_node_001a	6B	025	Full ROI	6B | 025 | Full ROI	False	False	False	False	False	False	False		10146.15587	153	22106	13564	1160496	1030673	205260	1084892	1075718	82.31273524	A01356:56:H3CM3DMXY	0.9909	0.9894	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ac1800d9-c1ab-40c4-97bb-6d68816250ca	2019ea9d-8c4c-4be4-aa39-44cea2be2011	4.435365261	Germinal center
hu_lymph_node_001a	6B	026	Full ROI	6B | 026 | Full ROI	False	False	False	False	False	False	False		16028.458	237	27284	24303	3437643	3002734	537540	3421596	3398278	84.36312322	A01356:56:H3CM3DMXY	0.9916	0.9913	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ab18d4f3-5f36-45a2-ad65-4faad8add40b	fe5c95b2-3a2a-4468-a646-f25fd8f6a647	16.86171384	Germinal center
hu_lymph_node_001a	6B	027	Full ROI	6B | 027 | Full ROI	False	False	False	False	False	False	False		19470.13868	226	21345	12134	1551923	1470645	298176	1543604	1532146	80.78667563	A01356:56:H3CM3DMXY	0.9906	0.9902	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	0ff69f9a-444f-4c62-8779-dc1b8f80fe47	eef9975a-3b69-4992-9a69-ed4a96c723fe	7.070733831	Germinal center
hu_lymph_node_001a	6B	028	CD11c	6B | 028 | CD11c	False	False	False	False	True	False	False		12120.29841	88	3849	25684	1314996	1174334	223226	1248827	1230872	83.02458715	A01356:56:H3CM3DMXY	0.9906	0.9897	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	8b96aa98-9341-4f6f-b366-3de44a88dea0	2c8bdc40-4f7f-416b-b2a9-89e4f095713d	5.479562817	Germinal center
hu_lymph_node_001a	6B	028	CD3	6B | 028 | CD3	False	False	False	False	False	True	False		18980.15999	456	3849	25684	2613279	2474626	459862	2599967	2580673	82.40287394	A01356:56:H3CM3DMXY	0.9912	0.9912	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	8b96aa98-9341-4f6f-b366-3de44a88dea0	f608b41a-65b2-4b1b-9fe6-35562f699e91	11.13746732	Germinal center
hu_lymph_node_001a	6B	028	CD20	6B | 028 | CD20	False	False	False	False	False	False	True		121940.1103	2325	3849	25684	16986766	16022369	2078993	16835356	16716576	87.76110179	A01356:56:H3CM3DMXY	0.9912	0.9905	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	8b96aa98-9341-4f6f-b366-3de44a88dea0	3fface9c-524f-4095-b5a7-79485fe452f8	30.6602063	Germinal center
hu_lymph_node_001a	6B	029	CD11c	6B | 029 | CD11c	False	False	False	False	True	False	False		14833.96508	75	21741	29893	1921537	1809868	321468	1909933	1896225	83.2702675	A01356:56:H3CM3DMXY	0.991	0.9905	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a5d3596a-bb90-41e5-a07c-a131ca734ffb	9a828bd2-bd6d-41aa-b337-16daf6f9bc8b	10.00889086	Germinal center
hu_lymph_node_001a	6B	029	CD3	6B | 029 | CD3	False	False	False	False	False	True	False		21083.79119	434	21741	29893	2887371	2737286	427875	2874311	2854396	85.18115615	A01356:56:H3CM3DMXY	0.9914	0.9914	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a5d3596a-bb90-41e5-a07c-a131ca734ffb	2f1bd2f9-c45b-4529-93a8-19a26ec73d8e	10.60613009	Germinal center
hu_lymph_node_001a	6B	029	CD20	6B | 029 | CD20	False	False	False	False	False	False	True		113061.0249	2027	21741	29893	19605663	18572728	2297250	19515656	19369044	88.28272219	A01356:56:H3CM3DMXY	0.9907	0.9901	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a5d3596a-bb90-41e5-a07c-a131ca734ffb	01208324-eed8-47d3-b7ce-b652f4a710ec	37.47083707	Germinal center
hu_lymph_node_001a	6B	030	CD11c	6B | 030 | CD11c	False	False	False	False	True	False	False		15932.8602	87	18493	9579	1942550	1805045	336380	1933248	1920366	82.68358601	A01356:56:H3CM3DMXY	0.9914	0.9909	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ccd01382-34af-40ac-9ebb-c1a3732f5d7a	37b8fab5-7510-4463-a7fc-69572302efcf	9.121971434	Germinal center
hu_lymph_node_001a	6B	030	CD3	6B | 030 | CD3	False	False	False	False	False	True	False		24546.09414	520	18493	9579	1936939	1814154	374417	1926988	1914462	80.66965454	A01356:56:H3CM3DMXY	0.9917	0.9914	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ccd01382-34af-40ac-9ebb-c1a3732f5d7a	36452c87-fa9a-40d2-b511-7a5102653e28	11.14536193	Germinal center
hu_lymph_node_001a	6B	030	CD20	6B | 030 | CD20	False	False	False	False	False	False	True		65991.73728	1247	18493	9579	11454283	10748597	1174668	11392295	11316498	89.74472693	A01356:56:H3CM3DMXY	0.9911	0.9907	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ccd01382-34af-40ac-9ebb-c1a3732f5d7a	858464a0-8d7d-4073-8c17-b72e6dacb409	21.2377307	Germinal center
hu_lymph_node_001a	6B	031	CD11c	6B | 031 | CD11c	False	False	False	False	True	False	False		13000.66144	83	14101	37273	1170189	1102662	172746	1164828	1157920	85.23776928	A01356:56:H3CM3DMXY	0.9916	0.9911	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a7aa3145-3e76-45d5-9f7c-83b47be9ed98	891b457c-ca21-4299-aa02-6f2284950e40	4.552522235	Germinal center
hu_lymph_node_001a	6B	031	CD3	6B | 031 | CD3	False	False	False	False	False	True	False		17408.87106	377	14101	37273	1497800	1415737	295977	1488923	1477402	80.23921752	A01356:56:H3CM3DMXY	0.991	0.9904	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a7aa3145-3e76-45d5-9f7c-83b47be9ed98	33428c59-b22b-4ebb-b294-e31fca922136	7.450659056	Germinal center
hu_lymph_node_001a	6B	031	CD20	6B | 031 | CD20	False	False	False	False	False	False	True		97668.81987	1812	14101	37273	12741342	11433515	1518601	11973628	11894139	88.08131043	A01356:56:H3CM3DMXY	0.9919	0.9902	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a7aa3145-3e76-45d5-9f7c-83b47be9ed98	5398d46b-69af-4e97-a4ac-15c2c695db77	22.44047581	Germinal center
hu_lymph_node_001a	6B	032	CD11c	6B | 032 | CD11c	False	False	False	False	True	False	False		8955.179926	55	21888	32371	877727	801214	148799	869971	842842	83.0472345	A01356:56:H3CM3DMXY	0.9912	0.9907	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	0a47d99d-8433-4ec8-b356-b15fb34b2d13	2d4f48e4-1674-41b7-b66c-bcbc8f49c07f	4.347809726	Germinal center
hu_lymph_node_001a	6B	032	CD3	6B | 032 | CD3	False	False	False	False	False	True	False		17101.93497	361	21888	32371	1519620	1438805	256371	1511792	1501841	83.12926916	A01356:56:H3CM3DMXY	0.9913	0.991	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	0a47d99d-8433-4ec8-b356-b15fb34b2d13	b3470d31-f9ab-4c1d-9cb1-2d0b0b605ff9	6.707613914	Germinal center
hu_lymph_node_001a	6B	032	CD20	6B | 032 | CD20	False	False	False	False	False	False	True		57831.23406	1127	21888	32371	9212167	8703049	987196	9166852	9105480	89.2837809	A01356:56:H3CM3DMXY	0.9913	0.991	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	0a47d99d-8433-4ec8-b356-b15fb34b2d13	5543a469-948f-4eab-9a25-4195c6d3f8f6	18.64891398	Germinal center
hu_lymph_node_001a	6B	033	CD11c	6B | 033 | CD11c	False	False	False	False	True	False	False		8575.826112	56	16887	39225	661443	622702	118951	658190	653698	82.01643981	A01356:56:H3CM3DMXY	0.9914	0.9906	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	efb051cb-842e-4d18-bf3d-1b93de7ef0cc	0a27b847-9aa7-47cf-a592-19b1a7979317	2.968897018	Germinal center
hu_lymph_node_001a	6B	033	CD3	6B | 033 | CD3	False	False	False	False	False	True	False		11297.4859	270	16887	39225	1028864	973474	204030	1022524	1014603	80.16939071	A01356:56:H3CM3DMXY	0.9904	0.9898	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	efb051cb-842e-4d18-bf3d-1b93de7ef0cc	e2c72412-b78a-4e66-80dd-f735e986d586	4.60488368	Germinal center
hu_lymph_node_001a	6B	033	CD20	6B | 033 | CD20	False	False	False	False	False	False	True		67151.85975	1312	16887	39225	11250850	10636201	1128811	11166623	11088950	89.9668825	A01356:56:H3CM3DMXY	0.991	0.9906	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	efb051cb-842e-4d18-bf3d-1b93de7ef0cc	3ce5baf6-503b-4164-af66-881ed60e2224	17.55139107	Germinal center
hu_lymph_node_001b	32	001	Full ROI	32 | 001 | Full ROI	False	False	False	False	False	False	False		54743.00945	225	13289	50914	1168672	1085850	130081	1162014	1153672	88.86933203	A01356:56:H3CM3DMXY	0.9911	0.9905	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	29d60fe6-23f6-4a89-b57f-a80bc9fd3c28	ec36233e-e43e-47a4-bb03-b818372e26a9	5.77770818	Trabecula
hu_lymph_node_001b	32	002	Full ROI	32 | 002 | Full ROI	False	False	False	False	False	False	False		30562.52094	211	15669	53230	813636	763946	134269	810350	804892	83.49765743	A01356:56:H3CM3DMXY	0.9912	0.9912	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	e0762186-27dc-4c4f-a2ca-eef9c807780c	7674a744-e989-4088-9781-e37dce84b175	3.91033287	Trabecula
hu_lymph_node_001b	32	003	Full ROI	32 | 003 | Full ROI	False	False	False	False	False	False	False		51362.71598	285	17018	52283	2097457	1941010	222104	2086638	2074021	89.41079603	A01356:56:H3CM3DMXY	0.9915	0.9911	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	5c985604-3f6d-4a94-888f-313ddd4b3970	a11ae496-922f-4be2-8ddf-c89abbedffac	7.388451981	Trabecula
hu_lymph_node_001b	32	004	Full ROI	32 | 004 | Full ROI	False	False	False	False	False	False	False		26655.95998	186	20302	50156	1850331	1746444	226822	1843898	1832279	87.74154462	A01356:56:H3CM3DMXY	0.9916	0.9918	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	45b364e6-a712-4f2a-b818-a117a5b446bc	ec8a8dbc-aa76-4b48-a00a-371b352d3ef8	8.348410887	Trabecula
hu_lymph_node_001b	32	005	Full ROI	32 | 005 | Full ROI	False	False	False	False	False	False	False		53412.15378	333	12204	45721	1283257	1194467	163165	1276804	1268896	87.28508787	A01356:56:H3CM3DMXY	0.9918	0.9912	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	bea578d5-1579-45c3-8130-2fca56e8ba99	c067e323-859d-4d09-b532-28f28ecfa021	5.865053309	Trabecula
hu_lymph_node_001b	32	006	Full ROI	32 | 006 | Full ROI	False	False	False	False	False	False	False		36270.5729	267	18279	49919	3303328	3081233	281654	3287285	3265378	91.47362902	A01356:56:H3CM3DMXY	0.9914	0.9909	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a4799715-b321-4d8f-b39d-df09864ee9a1	d9a7258f-b714-425c-8e7e-4c3830bef1ae	8.472908395	Trabecula
hu_lymph_node_001b	32	007	CD3+	32 | 007 | CD3+	True	False	False	False	False	False	False		147039.9683	4385	14121.76074	47468.57813	17771606	16202498	1869909	17141617	17028118	89.47810907	A01356:56:H3CM3DMXY	0.9913	0.9906	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	0eec7992-ebed-46cf-b0c6-39045e770e97	8ad86109-5a59-42a1-93a0-f533a7b5fb43	39.65442486	Medulla
hu_lymph_node_001b	32	007	CD20+	32 | 007 | CD20+	False	True	False	False	False	False	False		288128.414	5605	14121.76074	47468.57813	22857447	21298243	2220552	22638525	22491493	90.28521427	A01356:56:H3CM3DMXY	0.9915	0.9909	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	0eec7992-ebed-46cf-b0c6-39045e770e97	56128379-f141-4382-9633-b6f2ad76b151	42.84945156	Medulla
hu_lymph_node_001b	32	008	CD3+	32 | 008 | CD3+	True	False	False	False	False	False	False		129943.7884	3639	11292.88184	44402.07422	16123004	15050709	1764840	16031725	15927956	89.05390087	A01356:56:H3CM3DMXY	0.9911	0.9907	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	d989681f-b794-4fde-9615-219eedcedb13	09bcd44e-e98a-4309-980b-b39cab194af4	37.42067738	Medulla
hu_lymph_node_001b	32	008	CD20+	32 | 008 | CD20+	False	True	False	False	False	False	False		313229.7107	5496	11292.88184	44402.07422	39956320	37012808	4224079	39692202	39399777	89.42825816	A01356:56:H3CM3DMXY	0.991	0.9905	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	d989681f-b794-4fde-9615-219eedcedb13	cd4e6df7-2cc8-4719-aff4-98be7c4edfa6	72.42706231	Medulla
hu_lymph_node_001b	32	009	CD3+	32 | 009 | CD3+	True	False	False	False	False	False	False		129217.373	3508	14792.91699	40795.54688	12366343	11607116	1435792	12298581	12208154	88.38951823	A01356:56:H3CM3DMXY	0.9916	0.991	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	4453badd-d1a2-4756-93b5-742df563ed1b	85868377-bb97-4371-a489-ffdd55a79a0f	31.44573492	Medulla
hu_lymph_node_001b	32	009	CD20+	32 | 009 | CD20+	False	True	False	False	False	False	False		221524.7229	3364	14792.91699	40795.54688	22245499	20583899	2295472	21866421	21721265	89.68118449	A01356:56:H3CM3DMXY	0.9913	0.9909	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	4453badd-d1a2-4756-93b5-742df563ed1b	60d99572-59af-4d81-acf0-febea764532c	43.62280902	Medulla
hu_lymph_node_001b	32	010	CD3+	32 | 010 | CD3+	True	False	False	False	False	False	False		135543.4535	4042	15371.52832	44155.67188	16297383	15300925	1624125	16212584	16099965	90.03444295	A01356:56:H3CM3DMXY	0.9912	0.9908	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ce2722c5-1461-480a-921c-a5e2b039cbb5	cc78b6fd-b22b-43c6-bfe0-11054cc36833	35.62955174	Medulla
hu_lymph_node_001b	32	010	CD20+	32 | 010 | CD20+	False	True	False	False	False	False	False		241827.5856	4559	15371.52832	44155.67188	17771571	16660504	2047911	17694833	17582885	88.4764774	A01356:56:H3CM3DMXY	0.9917	0.9912	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ce2722c5-1461-480a-921c-a5e2b039cbb5	166ba299-cf89-4411-90ab-007436c68687	38.87414373	Medulla
hu_lymph_node_002	25337T4(2)	001	Full ROI	25337T4(2) | 001 | Full ROI	False	False	False	False	False	False	False		32476.8749	468	8589	33872	17791837	16815379	3201711	17738020	17649921	82.00460694	A01356:41:H2FK5DMXY	0.9953	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ff5f8432-f58f-4903-8fc0-cf5eeaf0f3c0	2ea2d538-45ed-4761-8ea2-526346fbf945	93.59437648	Germinal center
hu_lymph_node_002	25337T4(2)	002	Full ROI	25337T4(2) | 002 | Full ROI	False	False	False	False	False	False	False		26572.19201	729	8587	33708	7115490	6737324	1529891	7093213	7057936	78.49914763	A01356:41:H2FK5DMXY	0.9952	0.9954	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	71dba800-370f-4401-b8f2-faf8cf4e9c71	271915c1-5fa6-4f9e-b33a-31525920230d	52.26134033	B cell zone
hu_lymph_node_002	25337T4(2)	003	Full ROI	25337T4(2) | 003 | Full ROI	False	False	False	False	False	False	False		42566.1197	857	8849	33368	10862736	10280247	2267128	10833949	10779845	79.1293096	A01356:41:H2FK5DMXY	0.9954	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	8d9a85d4-84ff-4f2e-b6e3-fd971c9fb215	0acf536e-e900-4aca-9995-65296ce012d1	73.23219784	T cell zone
